icd10_code,short_desc,long_desc,description,category_code,category_desc,includes,excludes1,excludes2,code_first,use_additional,is_billable,is_chronic
M05.121,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.122,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.129,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.131,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.132,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.139,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.141,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.142,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.149,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.151,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.152,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.159,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.161,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.162,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.169,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.171,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.172,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.179,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.19,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.20,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.211,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.212,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.219,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.221,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.222,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.229,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.231,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.232,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.239,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.241,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.242,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.249,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.251,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.252,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.259,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.261,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.262,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.269,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.271,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.272,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.279,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.29,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.30,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.311,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.312,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.319,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.321,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.322,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.329,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.331,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.332,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.339,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.341,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.342,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.349,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.351,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.352,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.359,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.361,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.362,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.369,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.371,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.372,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.379,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.39,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.40,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.411,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.412,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.419,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.421,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.422,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.429,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.431,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
M05.432,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,Rheumatoid Arthritis and Other Specified Inflammatory Rheumatic Disorders,M05,,,,,,,True,True
